id,text,author,creation_date,favorites,retweets,upvotes,average_favorites,max_favorites,average_retweets,max_retweets,average_upvotes,max_upvotes,follower_count,account_creation_date,type
62164,Free dialogue (dramatic) - I guess the million dollar question is: Why me?,jondaly,2015-07-23 22:42:57,37,2,0,43.01432408236347,1107,7.671441360787824,502,0,0,92589,2009-03-31 21:28:23,0
105760,do forever stamps still work if aliens attack the earth and force us to be their sex slaves and work in the semen mines underground?,robhuebel,2013-08-15 00:23:37,152,119,0,83.89421540428252,2692,43.97347395333973,1432,0,0,568159,2007-05-31 19:08:21,0
161088,"How many psychologists does it take to change a light bulb? ||| Only one, but the light bulb has to want to change. ",bennev23,2014-03-27,0,0,27,0,0,0,0,162.5540489213005,10017,0,0,1
47861,"Sorry I started your mom's eulogy with the first verse to Mary Jane's Last Dance. To be fair, nobody caught on &amp; you should know that stuff.",growlygrego,2015-07-20 18:15:01,43,5,0,112.03535353535354,8283,39.067676767676765,5628,0,0,26601,2011-02-27 06:39:10,0
62225,My gauges hurt 😩,jondaly,2015-07-04 03:48:08,56,8,0,43.01432408236347,1107,7.671441360787824,502,0,0,92589,2009-03-31 21:28:23,0
166384,"What should you do when you see a blond with a pin in her mouth? ||| RUN!
She's got a grenade in her mouth!",mr78rpm,2014-06-22,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
184308,What do you do if you're attacked by a bunch of Carnies? ||| Go for the Jugular (juggler)!,Steepanddeep,2014-11-21,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
74707,Guys this Miss America pageant is mesmerizing &amp; going on for a while wait no I got confused that's just my cat licking its own butthole.,kumailn,2015-09-14 03:38:53,632,120,0,1060.6319587628866,11689,317.59690721649486,5119,0,0,526725,2009-04-02 19:56:22,0
139700,Someone unteach my uncle caps lock.,zoeklar,2013-12-10 17:27:06,32,3,0,38.693186627168856,5605,10.100296233601354,6437,0,0,11405,2011-03-29 16:55:03,0
45919,What should my halloween name be,fred_delicious,2014-10-29 17:42:10,53,2,0,524.0530108080288,17369,207.54143077714875,12098,0,0,123146,2012-08-28 19:38:31,0
81320,i'm so tired i can't get out of my roommate's bed,maryhoulie,2013-11-02 00:54:39,1,0,0,7.04022491349481,784,1.4610726643598615,500,0,0,3176,2012-08-09 17:29:20,0
20517,"If I'm ever burning to death in hot lava, I might scream, but I'll also take a moment to recognize it as a once-in-a-lifetime opportunity",bridger_w,2014-10-11 02:38:44,573,159,0,316.638807904114,20833,92.30029154518951,12198,0,0,83074,2009-05-07 21:53:35,0
26647,SON I KNOW U R JOKING BUT DIET AND EXERCISE CAN HAVE A HUGE IMPACT! STAY POSITIVE KIDDO  https://t.co/7aWleUaarF,chelseaperetti,2015-06-22 06:59:01,164,8,0,364.68879216539716,7158,77.29706202393906,1159,0,0,517253,2009-09-29 02:35:35,0
109574,PENNSYLVANIA TONIGHT! @SteelStacksLive @SteelStacks http://t.co/9kTGNXhbGi get there! 🚊🚙🚖🚌🚲🚜🚁,saraschaefer1,2014-11-08 20:43:47,1,1,0,60.245227606461086,12579,18.198237885462554,6572,0,0,60530,2007-04-03 20:41:29,0
159206,Why couldn't the Great Ape tell a story? ||| Because he doesn't have a tail.,schoolflow,2014-02-10,0,0,4,0,0,0,0,162.5540489213005,10017,0,0,1
187068,What is Mexico's National Sport? ||| Cross-Country,Goku_01,2014-12-08,0,0,15,0,0,0,0,162.5540489213005,10017,0,0,1
135422,100% sure that the girl sitting next to me at this coffee shop was forced to buy this sensible laptop bag by her dad http://t.co/B4kt9Nc3b1,vornietom,2015-10-10 19:41:40,67,3,0,126.95187165775401,5235,32.33919022154316,2823,0,0,33235,2011-03-15 17:10:32,0
14303,I'm on this incredible new diet where the men I sleep with don't invite me to their birthday parties.,boobsradley,2016-02-12 03:57:50,373,54,0,277.53846153846155,4277,86.69502262443439,3359,0,0,172833,2009-04-01 18:26:50,0
794,My bra just unhooked itself at the Trader Joes parking lot so please don't tell me I'm not a romantic.,alliegoertz,2015-12-27 01:53:57,114,4,0,65.2879893828799,2594,9.381552753815528,781,0,0,17416,2009-03-05 00:58:44,0
93854,"“slut-shaming,” Benghazi",nytminuscontext,2014-06-11 20:27:00,183,90,0,331.4253266957063,2613,225.9673304293715,2627,0,0,95753,2013-11-12 03:15:23,0
21170,"Nothing good has ever come from answering yes to the question, ""Do you know anything about computers""",bridger_w,2014-02-15 04:57:15,459,239,0,316.638807904114,20833,92.30029154518951,12198,0,0,83074,2009-05-07 21:53:35,0
154469,"Told to me by my bartender last Saturday ||| So, a man is sitting in a bar enjoying a few drinks.  Beside the man sits a bowl of pretzels.  After a little while the pretzels lean over to the man and say; 
""Hey good lookin.  Come here often?""
The man is pretty crept out, but ignores the pretzels and continues on in his drinking.  After a little while later the pretzels lean over again and say;
""Hey beautiful, mind if I buy you a drink?""
Having been sufficiently crept out at this point the man flags down the bartender and says;
""Hey man, what's up with these pretzels, they keep hitting on me.""
To which the bartender replies;
""Don't worry about the pretzels, they're complimentary.""",Sirsmit418,2013-10-11,0,0,47,0,0,0,0,162.5540489213005,10017,0,0,1
139073,sup to the klarheads,zoeklar,2014-07-28 21:50:31,9,0,0,38.693186627168856,5605,10.100296233601354,6437,0,0,11405,2011-03-29 16:55:03,0
183714,What is a fatass' favorite kind of computer ||| a big mac,MurdererTroll,2014-11-16,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
98715,party at my house bring food then leave,pakalupapito,2015-01-23 03:26:53,1859,1863,0,4901.15602189781,97798,4563.639598540146,97626,0,0,1494799,2013-07-10 06:20:32,0
150743,"Jack and Paul ||| Jack and Paul are best friends. Jack has just gotten married and is preparing to go on vacation with his new wife. He has saved it for marriage, and it will be his first time ever having sex. He says to Paul, ""I don't know what I'm going to do, I've never done this before.""
Paul replies,""Don't worry, I'll stay in the hotel room next to yours. If you need help, just shout.""
Once in the hotel room, Jack and his wife prepare to have sex. When Jack goes to the bathroom, his wife realizes she has to shit really badly. Not wanting to disturb Jack, she shits in a shoebox. When Jack exits the bathroom he steps in the shoebox and cries out ""This box is full of shit!""
From the other room, Paul yells ""Turn her over!""",Who_Is_Paul_Yokum,2013-07-17,0,0,19,0,0,0,0,162.5540489213005,10017,0,0,1
106410,Sad about my neighbor's chickens that keep getting killed and eaten by a coyote who looks a lot like me because it's me.,robhuebel,2013-01-18 17:41:11,139,139,0,83.89421540428252,2692,43.97347395333973,1432,0,0,568159,2007-05-31 19:08:21,0
41690,excited for hamilton's success because you can use it as a gateway for bringing your parents into the loving arms of the rap world,electrolemon,2015-12-02 19:54:18,436,79,0,629.1044386422976,52602,233.2845953002611,39072,0,0,66161,2008-07-06 07:54:20,0
166244,i went to a seafood disco once... ||| And I pulled a mussel. ,Njmoz,2014-06-20,0,0,8,0,0,0,0,162.5540489213005,10017,0,0,1
117253,Imagine being so famous you can't cry in your car anymore.,shelbyfero,2016-01-05 01:27:06,296,71,0,100.902,786,13.643,512,0,0,119448,2009-04-25 00:59:11,0
158549,"The Pope's cross-country tour ||| So the Pope arrives in LA for a cross-country tour, and the driver picks him up at the airport. After a few days together and a few stops, the driver and the pope start to get along. 

One morning, the pope sleeps through his alarms, and they're 30 minutes late getting on the road to the next stop. The pope is a bit frantic, telling the driver to go faster, but eventually, the driver explains that if he goes any faster, he might lose his license. ""Fine, then I'll drive! What're they gonna do, arrest me?""

So they trade spots, the pope taking the wheel and the driver getting into the back of the limo. 120 miles an hour down the road, and they get pulled over. 

The cop strolls up to the car, taps on the window, and the pope rolls it down, license and registration in hand. The cop sees who it is, apologizes profusely, and sends them on their way.

The next day, the cop's out drinking with friends, and says ""so guess who I pulled over the other day?""

""I don't know, a politician? Celebrity? Who?""

""Actually, I don't know either. It was a big limo though, and he had the fucking POPE driving him!""",DouchebagMcshitstain,2014-01-25,0,0,44,0,0,0,0,162.5540489213005,10017,0,0,1
147640,Why does the little mermaid where sea shells? ||| 'Cause the B-shells were too small.,righteousmoss,2013-05-11,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
142954,"Real men lay eggs..... ||| Shitfaced and happy, Jack comes home from the pub late one Friday evening. Not wanting to disturb his girl, who's already asleep, he creeps into bed beside her, gives her a peck on her cheek and falls asleep.

When he wakes up, he finds a strange man standing at the end of his bed. To make matters even stranger, the man's wearing a long flowing white robe. 

""Who the hell are you?"" Jack demands, ""and what are you doing in my bedroom?""

With a completely straight face, which unnerves Jack, the mysterious man replies: ""This isn't your bedroom and, fact of the matter is, I'm Lucifer's lieutenant'.

Jack is officially stunned.

""You mean I'm dead?! That can't be, I had so much to live for, I didn't even said goodbye to my family.... you've got to send me back straight away!"" he screams.

The Lieutenant pauses for a while and then replies, ""Yes you can be reincarnated, but you haven't gathered enough karma for me to send you back as a human. The best I can do for you is send you back as a dog or a hen.'

Jack is devastated, but remembers a farm not far from his house. Mulling it over while biting his lip, he finally asks to be sent back as a hen.

A flash of light later and he's covered in feathers, clucking around pecking the ground. 

""Well, this ain't half bad,"" he thinks, until he felt this strange sensation welling up inside him.

Soon enough, the farmyard rooster strolls over and says ""So you're the new hen, yeah? How's your first day here, so far?""

""It ain't so bad!"" Jack the Hen replies, ""but I have this strange feeling inside....like I'm about to explode"".

""That's because you're ovulating,"" explained the rooster, ""don't tell me you've never laid an egg before"".

""Never,"" replies Jack. 

""Well, just relax and let it happen,"" and the rooster walks away.

And so, taking the rooster's advice, Jack submits to the Lord's whims and waits. A few uncomfortable minutes later, an egg pops out from under his tail.

An immense feeling of relief sweeps over Jack, and his emotions got the better of him as he simultaneously experiences relief and motherhood for the first time.

A few seconds later, when he's laying his second egg, the feeling of happiness becomes so overwhelming, he knows that being reincarnated as a hen was the best thing to have ever happened to him.....

His joy knows no bounds by now, and he's just about to lay his third egg,  when he feels an enormous smack on the back of his head. He looks around and there's no one there, so he lets it go, concentrating on becoming a mother for the third time.

Another smack and this time, he hears his girlfriend's voice, calling out in the distance. 

Jack looks up, the egg's crown just about to pop through his mother-hole, and this time he hears her clearly:

""JACK, WAKE UP YOUR DRUNK BASTARD, YOU'RE SHITTING ON THE BED AGAIN!""",gypsydreams101,2013-02-01,0,0,540,0,0,0,0,162.5540489213005,10017,0,0,1
119225,SPOILER ALERT: the twist at the end of the new OJ show is that the REAL killer is Complications Due To CTE.,shutupandrosky,2016-02-05 21:55:51,15,0,0,15.42135761589404,335,2.619205298013245,221,0,0,7711,2008-02-25 18:59:30,0
185283,"Do you know how do you spell Mississippi with one I? ||| *Covers left eye*

M-I-S-S-I-S-S-I-P-P-I",real-dreamer,2014-11-27,0,0,1,0,0,0,0,162.5540489213005,10017,0,0,1
84680,"*looks up from translating narcocorrido*
he has mustaches
&amp; comes through the pipe
his foes are turtles
plumber man
*pencil rolls off table*",mobute,2016-02-15 22:34:29,88,30,0,87.17216642754663,1502,23.294117647058822,736,0,0,48936,2008-08-20 07:11:34,0
61626,Prediction: The Bowie biopic starring MANY people as Bowie will be lazy and so so boring but lauded for casting Tilda Swinton as Ziggy.,jondaly,2016-01-14 17:59:15,109,26,0,43.01432408236347,1107,7.671441360787824,502,0,0,92589,2009-03-31 21:28:23,0
1222,Women who hate women are like pigs who eat bacon.,alliegoertz,2015-10-04 06:16:46,46,11,0,65.2879893828799,2594,9.381552753815528,781,0,0,17416,2009-03-05 00:58:44,0
164263,How do u castrate a priest ? ||| Kick the alter boy in the chin ;),Bi5hy,2014-05-26,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
107698,"Oooooooh ""The Longest Ride"" looks like my jam!!!",roryscovel,2015-04-06 04:43:38,18,0,0,40.28069093152375,678,9.666872301048736,321,0,0,52552,2009-10-30 17:55:05,0
99735,Kid on bus wearing bright neon yellow Adidas and an OVO owl shirt with a pink iPhone case 😂😂😂,pdubslax,2014-03-25 16:56:25,1,0,0,2.01743679163034,22,0.23278116826503922,6,0,0,605,2011-10-03 22:04:45,0
90240,"FOrd model T and thats what it looks like??? what was the model A, a freakin wheel with a seat on top lol",nickmullen,2015-12-01 20:21:43,24,1,0,93.27121771217712,3826,18.46217712177122,1329,0,0,18690,2009-04-18 17:10:12,0
170792,"A Native American with the name ""Chomsky"" would have a hard time. ||| ""Are you Mark?""
""No am Chomsky.""",mrchuckles1947,2014-08-11,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
63283,im eatimg chocolabt,jonnysun,2015-05-05 03:39:06,302,78,0,1526.120257695061,80684,675.0894774516822,53864,0,0,145251,2009-03-24 15:42:07,0
49653,HOLLYWOOD BRAG: I play basketball with Judge Judy ⚖🏀,hamptonyount,2016-03-25 23:10:33,7,0,0,18.250752256770312,576,3.2377131394182546,190,0,0,8422,2010-06-07 08:39:44,0
23112,“I did not Google HOTTEST VICE PRESIDENTS from the Oval Office computer and anyone who says I did is a damn liar.” https://t.co/gnCGPIQtow,buckyisotope,2015-10-24 03:26:54,425,163,0,584.4696356275304,12803,241.13967611336034,6953,0,0,88394,2011-10-31 17:35:45,0
107103,If everyone in the arena had a gun there wouldnt even have to be a fight. #UFC194,roryscovel,2015-12-13 06:04:35,88,22,0,40.28069093152375,678,9.666872301048736,321,0,0,52552,2009-10-30 17:55:05,0
134135,No football Sundays are a great time to discover who are the newest bad boys of the Professional Bowlers Association.,usedwigs,2015-02-08 19:23:19,23,6,0,36.99818181818182,1464,7.5218181818181815,745,0,0,9143,2008-08-07 16:32:49,0
109832,"hey! @elmnt &amp; i made a fun thing! it’s a trump debate response generator, give ‘er a whirl https://t.co/3An1XwYYBx",sbellelauren,2016-03-09 15:50:24,19,7,0,90.90330188679245,2624,26.28490566037736,1273,0,0,51475,2008-06-09 17:18:47,0
92316,Dumbo is actually gender-free,nytminuscontext,2015-08-30 13:19:00,511,217,0,331.4253266957063,2613,225.9673304293715,2627,0,0,95753,2013-11-12 03:15:23,0
48016,"Sorry Juke, but you just can't wash off ugly. http://t.co/GIGqhxEdKR",growlygrego,2015-03-07 22:11:00,99,18,0,112.03535353535354,8283,39.067676767676765,5628,0,0,26601,2011-02-27 06:39:10,0
99867,Wolverine Access @umich please add an export to google calendar feature for our schedule,pdubslax,2014-01-07 17:52:35,2,0,0,2.01743679163034,22,0.23278116826503922,6,0,0,605,2011-10-03 22:04:45,0
180750,"The man with the small head. ||| A boy was walking down the road when he noticed an old timer with an unusually small head. The curious boy walked up to the bloke and said, ""Hey mister! Why the heck is your head so small?"" 

The old man looked at the boy and replied, ""Boy, if I wasn't so damn old, I'd give you a beating... but since you remind me of myself at your age, I will tell you..."" 

The boy listened curiously as the man explained, ""One day I was fishing off the jetty when I got a huge bite. And I said to myself, 'Holy shit! I must've caught a whale!'"" 

""No kidding?"" pried the boy. 

""But, when I reeled it up,"" the man continued, ""to my surprise, it was a *gorgeous* mermaid! Well, she was absolutely petrified when she saw me and said she'd grant me one wish if I let her free..."" 

""And?"" interjected the boy. 

""Well, after some quick thought, I looked at her and said, 'How 'bout a little head?'""",LastoLeave,2014-10-25,0,0,10,0,0,0,0,162.5540489213005,10017,0,0,1
102451,carrots are blue i mean orange,realcarrotfacts,2013-01-30 01:51:44,106,169,0,1294.5659411011525,12150,1254.5902688860435,10936,0,0,238476,2013-01-09 18:36:21,0
100440,I find it hard to tell you. I find it hard to take.,pdubslax,2013-04-09 21:48:37,5,0,0,2.01743679163034,22,0.23278116826503922,6,0,0,605,2011-10-03 22:04:45,0
113774,what if i was bruce wayne http://t.co/YOU8FvUhEB,seinfeld2000,2015-07-11 21:24:10,239,90,0,544.1748400852879,29782,233.7492537313433,21644,0,0,109251,2013-01-12 02:17:49,0
125165,https://t.co/44Zv41P3oD,tinatbh,2016-01-19 02:21:10,2693,1325,0,2182.6719101123595,9101,1335.4012841091492,6705,0,0,734459,2012-06-18 22:12:32,0
68173,Literally every time I get arrested I say that I'm the cake boss,justaboutglad,2014-11-14 01:55:53,33,4,0,29.557642149191445,760,4.243088158581116,308,0,0,14528,2011-03-30 07:54:40,0
66653,"when I die I want my body to get cryogenically frozen so I can wake up in the future and, I don't know, keep trying.",juliothesquare,2013-02-08 03:59:10,0,1,0,7.824161073825503,558,1.6275167785234899,167,0,0,1986,2011-12-15 23:13:05,0
83341,"You know when a news story breaks about the shitty conditions ppl are living in, they were probly in thos conditions long before u heard it",memeoji,2016-01-25 16:22:30,1,2,0,2.9625117150890348,73,0.6785379568884724,56,0,0,2683,2012-09-25 02:40:46,0
108831,I Survived...Two White Girls Talking At A Level 11 At The Table Next To Me In This Coffee Shop,saraschaefer1,2015-10-24 18:31:31,53,8,0,60.245227606461086,12579,18.198237885462554,6572,0,0,60530,2007-04-03 20:41:29,0
48650,"What is our product?
""An edible cone, sir.""
What goes inside?
""Ice cream, sir.""
Fuck it we're calling them cake cups. http://t.co/nEUmUaQ8ar",growlygrego,2014-06-03 21:11:57,109,26,0,112.03535353535354,8283,39.067676767676765,5628,0,0,26601,2011-02-27 06:39:10,0
1003,Four years ago. #skyrim https://t.co/GkjQaL2CIU,alliegoertz,2015-11-21 17:54:33,42,0,0,65.2879893828799,2594,9.381552753815528,781,0,0,17416,2009-03-05 00:58:44,0
102498,Carrot healthy. Don't believe it? Look at a Health store.,realcarrotfacts,2013-01-15 00:05:08,46,37,0,1294.5659411011525,12150,1254.5902688860435,10936,0,0,238476,2013-01-09 18:36:21,0
149138,What do you call an old person from Portugal? ||| A portugeeser,Woodsy22,2013-06-11,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
28997,I have pre-approved most of the talent for your #MacysParade #PEOPLENow https://t.co/4qyxCeXmxW,curlycomedy,2015-11-26 16:13:14,6,1,0,42.54054054054054,2071,12.054873054873054,937,0,0,32755,2008-12-09 16:10:00,0
87804,"Real talk, don't judge a man 'til you walk a mile in his bread bags. #SOTU",mrgeorgewallace,2015-01-21 04:34:18,200,133,0,262.6325010950504,8076,103.4993429697766,4183,0,0,144244,2011-10-26 04:02:58,0
175312,"To all the nerds out there ||| There are 10 types of people in this world; those who understand binary, and those who don't.",Newto98,2014-09-16,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
112619,TONIGHT on The Best Show: PAUL RUDD live in studio! Get ready! 9PM-mid EST http://t.co/Z33kjQEFV0,scharpling,2015-06-16 23:08:49,56,34,0,73.5042735042735,1280,21.43482905982906,450,0,0,100803,2008-12-01 02:36:33,0
25360,"To get out of a bad date, press ur finger to ur ear as if receiving a transmission, turn ur head to ur shoulder &amp; whisper ""no. no violence.""",ch000ch,2013-10-06 18:42:24,104,55,0,696.3335025380711,52097,299.148730964467,40143,0,0,114993,2011-01-24 17:14:48,0
30468,"*someone pulls out a camera*
Stop! No! Gah I hate pictures!

*proceeds to take 8.4 million selfies*",danaschwartzzz,2016-01-10 01:00:39,35,10,0,113.13089509143407,3258,28.212704523580367,1336,0,0,16924,2011-07-07 17:42:14,0
82211,Got such a sweet shoutout from ginger today https://t.co/DkmXEdpa81,meganamram,2016-02-02 20:55:04,73,1,0,810.051689860835,20487,287.64811133200794,13868,0,0,500376,2009-04-25 13:05:18,0
72598,"Remember, every race and culture is unique and special w/ so much to offer but also EXACTLY the same as every other one, or you're a racist.",kevinseccia,2015-03-04 03:49:49,115,26,0,63.49284099472494,3693,19.9638281838734,2619,0,0,22433,2008-11-08 02:34:01,0
157886,How does Moses make his tea? ||| Hebrews it.,schmoker1,2014-01-08,0,0,43,0,0,0,0,162.5540489213005,10017,0,0,1
20625,"Funny how people love taking advice from Smokey Bear, but my opinions are somehow meaningless when I'M wearing nothing but jeans and a hat",bridger_w,2014-08-23 23:15:11,277,78,0,316.638807904114,20833,92.30029154518951,12198,0,0,83074,2009-05-07 21:53:35,0
43897,in all sincerity i really did believe we were talking about Edward Scissorhands,fart,2015-09-30 16:43:14,4123,1693,0,327.36847826086955,17770,95.32065217391305,14896,0,0,105021,2008-03-17 23:27:03,0
84347,"Of all the immediate debate takes, I think mine is the best. I didn't read any of the others, though, because I like to stay focused.",mobute,2016-03-11 05:21:30,62,2,0,87.17216642754663,1502,23.294117647058822,736,0,0,48936,2008-08-20 07:11:34,0
39696,leaked footage of me taking my dick off and puttingg it in a glass of polident on my nightstand before bed,dril,2014-09-06 04:47:49,1048,314,0,1591.931453362256,51930,656.099349240781,33855,0,0,313283,2008-09-15 17:21:54,0
135028,Now all the lesser members of the Pussy Posse gotta fuck the Oscar,vornietom,2016-02-29 04:59:25,57,6,0,126.95187165775401,5235,32.33919022154316,2823,0,0,33235,2011-03-15 17:10:32,0
128591,"Carson just used ""existential."" I was like 'whoa, is this the #GOPDebate or Nietzsche festival?!!!!'",toddbarry,2015-09-17 02:10:26,178,42,0,68.08484408992024,1060,10.676577229876722,213,0,0,282740,2008-11-17 23:32:30,0
103275,welcome to heaven! im jesus. my dad owns this place. do so much as make eye contact with me and i kick your sorry ass straight down to hell,recklessfarmer,2014-05-13 18:26:47,6,0,0,5.495726495726496,410,1.0897435897435896,167,0,0,643,2012-11-19 03:42:50,0
78579,Ya man popped up in my DMs like https://t.co/xjbXZiLRoc,marcellacomedy,2015-10-27 18:46:05,9,2,0,25.22906898861353,3105,8.438044206296048,3673,0,0,8081,2009-09-30 02:42:37,0
163573,What do you say to a robot with a good looking bum? ||| Nice Assimo.,JShizzleDizzle,2014-05-17,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
139664,"Aw sweetie, you have your father's libido.",zoeklar,2013-12-18 23:42:37,20,0,0,38.693186627168856,5605,10.100296233601354,6437,0,0,11405,2011-03-29 16:55:03,0
126301,How I feel every day of my life http://t.co/OWrF9eb6Vk,tinatbh,2015-10-04 22:35:02,2406,1835,0,2182.6719101123595,9101,1335.4012841091492,6705,0,0,734459,2012-06-18 22:12:32,0
177843,"A taxi/cab driver picks up a drunken girl ||| A taxi/cab driver is driving down the street in the early hours and spots a drunken girl alone struggling to walk,
He pulls over and says ""do you need a taxi love to get you home""
She says ""yes"" and gets into the rear seats.
The driver makes eye contact with her in the rear view mirror and asks where she's going and sets off
She says ""thanks for helping me, the address is blah blah blah but I have no money to pay you""
Then she hitches up her short skirt exposing her lady parts and says ""but I do have this""
The driver sighs and says
""Have you not got anything smaller"".",ShaGGy_UK,2014-10-04,0,0,1,0,0,0,0,162.5540489213005,10017,0,0,1
163919,"Wireless internet ||| Yesterday I was sitting in my room. I looked outside and I saw some men working in the street. Digging trenches, and filling them with dirt immediatly after. I'm starting to get curious what they're doing. So eventually I go outside and I ask them what they are doing. To wich the man replies: ""We're laying down wireless internet.""

I love telling this one verry seriously to people. It's genius.",poedipoedi,2014-05-22,0,0,1,0,0,0,0,162.5540489213005,10017,0,0,1
63684,"He traced the wand through the air, writing:
TOM DARABEY RIDDLE
He waved the wand and the letters rearranged themselves:
I AM LORD TEDDYBEAR",jonnysun,2014-11-10 20:40:59,1199,648,0,1526.120257695061,80684,675.0894774516822,53864,0,0,145251,2009-03-24 15:42:07,0
6014,"Robot Pick Up Lines!

Read 'em: https://t.co/RrTP5QhmTj https://t.co/1LuYj0DSgl",asterios,2016-03-16 22:15:17,9,1,0,25.23008356545961,1780,8.106963788300837,1066,0,0,9256,2007-06-23 00:46:12,0
37290,My morning with @IanMcKellen and Derek Jacobi as they prepare to be grand marshals at Sunday's Gay Pride March. http://t.co/OcZs7U2xvE,ditzkoff,2015-06-26 16:23:46,20,11,0,173.78342653787493,13660,103.25470259278089,11191,0,0,55279,2009-10-11 01:11:07,0
44675,Chuuch 2016,fred_delicious,2015-11-05 21:11:14,116,15,0,524.0530108080288,17369,207.54143077714875,12098,0,0,123146,2012-08-28 19:38:31,0
184073,"A lesson in Government ||| A teacher was teaching her second grade class about the government, so for homework that day, she told her her students to ask their parents what the government is.


When Little Johnny got home that day, he went up to his dad and asked him what the government was.
 

His dad thought for a while and answered, ''Look at it this way: I'm the president, your mom is Congress, your maid is the work force, you are the people and your baby brother is the future.''


''I still don't get it'' responded Little Johnny.


''Why don't you sleep on it then? Maybe you'll understand it better,'' said the dad.

''Okay then...good night'' said Little Jonny as he went off to bed. 

In the middle of the night, Little Johnny was awakened by his baby brother's crying. He went to his baby brother's crib and found that his baby brother had taken a crap in his diaper. So Little Johnny went to his parent's room to get help. 

When he got to his parent's bedroom, he looked through the keyhole to check if his parents were asleep. Through the keyhole he saw his mom loudly snoring, but his dad wasn't there. So he went to the maid's room. 

When he looked through the maid's room keyhole, he saw his dad having sex with his maid. 

Little Johnny was surprised, but then he just realized something and thinks aloud, ''OH!! Now I understand the government! The President is screwing the work force, Congress is fast asleep, nobody cares about the people, and the future is full of s**t!''",Watchadoinfoo,2014-11-19,0,0,13,0,0,0,0,162.5540489213005,10017,0,0,1
170397,What do you call an African who plays 10 pin bowling online? ||| Ebola.,Doobie_420,2014-08-07,0,0,12,0,0,0,0,162.5540489213005,10017,0,0,1
28611,Low gas prices got me like https://t.co/YxnerTV90V,curlycomedy,2016-01-27 18:13:52,138,67,0,42.54054054054054,2071,12.054873054873054,937,0,0,32755,2008-12-09 16:10:00,0
173422,what do you call a baby donkey in spanish? ||| a burrito.,thakingbosco,2014-09-02,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
157324,What do you call the survivors of the holocaust? ||| Residue.,ilovefuckedup,2013-12-22,0,0,0,0,0,0,0,162.5540489213005,10017,0,0,1
54583,the music vid for my band It Was Romance's single Philadelphia is HERE in all its John Waters-inspired glory! WATCH!!https://t.co/elZUD9jpvO,hellolanemoore,2015-05-29 21:12:07,29,9,0,89.16964980544748,2793,31.32451361867704,2505,0,0,25619,2011-04-24 19:51:11,0
83617,You can learn a lot about anime from watching anime,memeoji,2015-12-27 23:31:18,5,0,0,2.9625117150890348,73,0.6785379568884724,56,0,0,2683,2012-09-25 02:40:46,0
2937,Last night's @ChrisGethard Show was unreal. Everyone there is a genius. @drujohnston @JDAmato @thebrettster @iketime @brettwean @sdesiena,annadrezen,2014-11-20 17:46:24,14,3,0,34.53091787439614,5829,10.180676328502415,2285,0,0,8011,2009-09-23 05:07:10,0
50482,SHIT OUT YOUR HALLOWEEN NIGHT 🎃 https://t.co/vEw8TdyL4E,hamptonyount,2015-11-01 22:34:30,15,4,0,18.250752256770312,576,3.2377131394182546,190,0,0,8422,2010-06-07 08:39:44,0
129342,Ben Carson's podium has just been replaced with a bed. #GOPDebate,totallyallen,2016-02-26 01:42:52,4,1,0,19.91854419410745,428,2.2417677642980935,246,0,0,11096,2009-02-20 09:54:39,0
95375,I liked drunk people much better when I was one of them.,ohnoshetwitnt,2016-02-06 04:29:10,220,45,0,293.2448669201521,6463,93.5361216730038,2668,0,0,84929,2010-05-28 20:24:09,0
138834,"thanks @juliadavidovich for the weird soup &amp; the stranger yelling ""special delivery for zoë"" outside my window at 8pm http://t.co/1iW1G5SPZr",zoeklar,2014-11-21 17:15:45,13,0,0,38.693186627168856,5605,10.100296233601354,6437,0,0,11405,2011-03-29 16:55:03,0
183602,"Does anyone know what would happen if the earth rotated 30 times faster than it does today? ||| We would get paid every day, and all women would bleed to death.",BookerGinger,2014-11-15,0,0,6,0,0,0,0,162.5540489213005,10017,0,0,1
124368,MOOOOOOOOOOOOOO,the_cow_says,2016-03-25 22:43:07,0,0,0,0.345679012345679,2,0.1111111111111111,2,0,0,17,2016-03-20 22:56:08,0
178271,"3 Vampires join a blood-sucking competition.. ||| Whoever is able to drink the most blood in the fastest time, would be declared the winner. 
The 1st Vampire runs down the hill and comes back a minute afterwards. He points down the hill and said: ""You guys see that village over there? I drank all of the people blood there!""
The 2nd Vampire runs down the hill and comes back in 30 seconds. He points down the hill and said: ""You guys see that farm over there? I drank all of the animals and humans blood there!""
The 3rd Vampire runs down the hill and comes back in less than 5 seconds! His face is covered in blood and he seems out of breath. The other 2 vampires are shocked with this view. The 3rd Vampire said: ""You see that telephone post?? I didn't....""",kopidangdut,2014-10-07,0,0,16,0,0,0,0,162.5540489213005,10017,0,0,1
